name,street_address,city,state,zipcode,source,num_of_children,website
"Benchmark, a Global Hospitality Company","1780 Hughes Landing Blvd., Suite 400",The Woodlands,TX,77380,https://www.hospitalityonline.com/benchmark/locations,44,www.benchmarkglobalhospitality.com
Best Western University Inn Steubenville,1401 University Boulevard,Steubenville,OH,43952,https://www.hospitalityonline.com/best-western-university-inn-steubenville/locations,1,book.bestwestern.com
TPI Hospitality,"103 15th Avenue NW, Suite 200",Willmar,MN,56201,https://www.hospitalityonline.com/tpi-hospitality/locations,48,www.tpihospitality.com
"La Quinta Inns, Inc.","909 Hidden Ridge, Suite 600",Irving,TX,75038,https://www.hospitalityonline.com/la-quinta/locations,385,www.lq.com
InterContinental Hotels Group Europe,Broadwater Park,Denham,,UB9 5HR,https://www.hospitalityonline.com/employers/237588/locations,221,
Navy Gateway Inns & Suites,2375 Recreation Way B-3303,San Diego,CA,92136,https://www.hospitalityonline.com/employers/234241/locations,2,mwrtoday.com
McKibbon Hospitality,"5315 Avion Park Drive, Suite 170",Tampa,FL,33607,https://www.hospitalityonline.com/mckibbon-hospitality/locations,73,www.mckibbon.com
Maine Course Hospitality Group,15 Main St,Freeport,ME,04032,https://www.hospitalityonline.com/mchg/locations,14,www.mchg.com
Insignia Hospitality Group,4410 North Midkiff Suite D212,Midland,TX,79705,https://www.hospitalityonline.com/insignia-hospitality/locations,19,www.insigniamgmt.com
RDA Hotel Management Company,3180 W Market Street,Akron,OH,44333,https://www.hospitalityonline.com/rda/locations,5,www.rdahotelmanagementco.com
Lodging Host Hotel Corp,6176 FM 2011,Longview,TX,75607,https://www.hospitalityonline.com/lodginghost/locations,6,www.lodginghost.com
Naman Hotels,"217 Dozier Blvd., Suite 202",Florence,SC,29501,https://www.hospitalityonline.com/naman-hotels/locations,14,www.namanhotels.com
Excel Hotel Group,10660 Scripps Ranch Blvd,San Diego,CA,92131,https://www.hospitalityonline.com/excel-hotel-group/locations,21,www.excelhotelgroup.com
National Hospitality Services,1635 43rd Street South,Fargo,ND,58103,https://www.hospitalityonline.com/national-hospitality/locations,37,www.nhshotels.com
Cooper Hotels,"1661 Aaron Brenner Drive, Suite 200",Memphis,TN,38120,https://www.hospitalityonline.com/cooper-css-hotels/locations,18,www.cooperhotels.com
Pacifica Hotels,"17300 Red Hill, Suite 250",Irvine,CA,92614,https://www.hospitalityonline.com/pacifica/locations,28,www.pacificahotels.com
"Southern Hospitality Services, LLC",115 Hospitality Drive,Flowood,MS,39232,https://www.hospitalityonline.com/southern-hospitality-services/locations,14,www.shshotelus.com
Driftwood Hospitality Management,11770 US Highway One,North Palm Beach,FL,33408,https://www.hospitalityonline.com/driftwood-hospitality-management/locations,80,driftwoodhospitality.com
Exceptional Hospitality,"1852 Rockbridge Road, SW",Stone Mountain,GA,30087,https://www.hospitalityonline.com/exceptional-hospitality/locations,4,exceptionalhospitality.com
"Focus Hospitality Services, LLC",1626 Ringling Blvd,Sarasota,FL,34236,https://www.hospitalityonline.com/focus-enterprises-inc/locations,6,www.focushotels.com
Lotus Management Inc,6030 Hellyer Avenue,San Jose,CA,95138,https://www.hospitalityonline.com/lotus-management/locations,11,www.lotusmgmtinc.com
Frontera Hotel Group,"8111 LBJ Freeway, Suite 1450",Dallas,TX,75251,https://www.hospitalityonline.com/frontera-hotel-group/locations,4,www.fronterahotelgroup.com
JP Hospitality,8010 West Broad Street,Henrico,VA,23294,https://www.hospitalityonline.com/jp-hospitality/locations,16,www.jphospitality.com
Kasandas Properties,37 Cobb Parkway South,Marietta,GA,30060,https://www.hospitalityonline.com/kasandas-properties/locations,7,www.kasandas.com
G6 Hospitality LLC,4001 International Pkwy,Carrollton,TX,45007,https://www.hospitalityonline.com/g6-hospitality/locations,599,www.g6hospitality.com
Lodgco Management LLC,5225 East Pickard Road,Mount Pleasant,MI,48858,https://www.hospitalityonline.com/lodgco-management/locations,21,www.Lodgco.net
Kaeding Management Group,"7900 International Drive, Suite 155",Minneapolis,MN,55425,https://www.hospitalityonline.com/kaeding-management/locations,10,www.kaedingmanagement.com
"Gulf Coast Hotel Management, Inc",3501 SW Fairlawn Rd.,Topeka,KS,66614,https://www.hospitalityonline.com/gulf-coast-hotel-management/locations,14,gulfcoasthm.com
Island Hospitality Management,222 Lakeview Avenue,West Palm Beach,FL,33401,https://www.hospitalityonline.com/island/locations,77,www.islandhospitality.com
Kana Hotel Group,"308 North Peters Road, Suite 100",Knoxville,TN,37922,https://www.hospitalityonline.com/kana-hotel-group/locations,61,www.kanahotelgroup.com
Swift Hospitality,"1525 South Forest Road, Suite 200",Freeport,IL,61032,https://www.hospitalityonline.com/swift-hospitality/locations,11,www.swifthospitality.com
CTwo Hotels,"447 Sutter Street, Suite 427",San Francisco,CA,94104,https://www.hospitalityonline.com/ctwo-hotels/locations,8,ctwohotels.com
Marshall Hotels & Resorts,1315 South Division Street,Salisbury,MD,21804,https://www.hospitalityonline.com/marshall-hotels/locations,47,www.marshallhotels.com
The Wine Group,,Livermore,CA,94550,https://www.hospitalityonline.com/the-wine-group/locations,2,thewinegroup.com
Haywood Park Hotel,One Battery Park Avenue,Asheville,NC,28801,https://www.hospitalityonline.com/haywood-park-hotel/locations,1,haywoodpark.com
Bijal Hospitality,45-20 Astoria Blvd.,Astoria,NY,11103,https://www.hospitalityonline.com/bijal-hospitality/locations,5,www.bijalhospitality.com
LaFrance Hospitality,PO Box 248,Westport,MA,02790,https://www.hospitalityonline.com/lafrance-hospitality/locations,10,www.lafrancehospitality.com
Real Hospitality Group,12800 Briny Lane,Ocean City,MD,21842,https://www.hospitalityonline.com/real-hospitality/locations,55,www.realhospitalitygroup.com
LTD Hospitality Group,1564 Crossways Boulevard,Chesapeake,VA,23320,https://www.hospitalityonline.com/ltd/locations,13,www.ltdhospitality.com
Springboard Hospitality,16000 Ventura Boulevard,Encino,CA,91436,https://www.hospitalityonline.com/springboard-hotels/locations,36,www.springboardhospitality.com
Middletown Hotel Management,"4404 Buckeye Lane, Suite 220",Dayton,OH,45440,https://www.hospitalityonline.com/middletown-hotel-management/locations,8,www.middletownhotelmanagement.com
Kimpton Hotels & Restaurants,222 Kearny Street Suite 200,San Francisco,CA,94108,https://www.hospitalityonline.com/kimpton/locations,156,www.ihg.com
Newport Hospitality Group,4290 New Town Avenue,Williamsburg,VA,23188,https://www.hospitalityonline.com/newport-hospitality-group/locations,31,www.nhghotels.com
Rhaglan Hospitality,2101 Fffth Avenue South,Birmingham,AL,35203,https://www.hospitalityonline.com/rhaglan-hospitality/locations,1,www.rhaglan.com
Alliance Hospitality Management LLC,215 N. Boylan Ave,Raleigh,NC,27603,https://www.hospitalityonline.com/alliance-hospitality/locations,9,www.alliancehospitality.com
Esperanto Developments,"300 East Main Street, Suite 620",El Paso,TX,79901,https://www.hospitalityonline.com/esperanto/locations,25,esperantodevelopments.com
InterContinental Hotels Group (IHG),Three Ravinia Drive,Atlanta,GA,30346-2149,https://www.hospitalityonline.com/intercontinental-hotels-group-ihg/locations,214,www.ihgplc.com
Jean-Georges Management,"111 Prince St, Fl 2",New York,NY,10012,https://www.hospitalityonline.com/employers/227328/locations,1,www.jean-georges.com
"Packwood Management, Inc.",387 King Street Suite 1200,Charleston,SC,29403,https://www.hospitalityonline.com/packwoodmanagement/locations,3,www.packwoodmanagement.com
Caesars Entertainment Inc.,One Caesars Palace Drive,Las Vegas,NV,89109,https://www.hospitalityonline.com/caesars-entertainment/locations,62,www.caesars.com
Helm Hotels Group,PO BOX 789,Sulphur Springs,TX,75483,https://www.hospitalityonline.com/helmshotelsgroup/locations,4,www.helmhotelsgroup.com
"Weber Grill Restaurants, LLC",1685 Winnetka Circle,Rolling Meadows,IL,60008,https://www.hospitalityonline.com/weber-grill-restaurants/locations,4,www.webergrillrestaurant.com
Ceres Enterprises LLC,835 Sharon Drive,Westlake,OH,44145,https://www.hospitalityonline.com/ceres-enterprises/locations,7,www.ceresdevelopment.com
Chawla Hotels,P.O. Box 1701,Greenwood,MS,38930,https://www.hospitalityonline.com/chawlahotels/locations,15,chawlahotels.com
Las Brisas Hotel Group,93 Appian Way,Palm Desert,CA,92211,https://www.hospitalityonline.com/robray-hotel-partnership/locations,3,www.lasbrisashotelgroup.com
"Hotels Unlimited, Inc.",399 Monmouth St,East Windsor,NJ,08520,https://www.hospitalityonline.com/hotels-unlimited/locations,11,www.hotelsunlimited.com
Empire Hotel Group,515 West 42nd Street,New York,NY,10036,https://www.hospitalityonline.com/empire/locations,8,www.newyorkhotel.com
Prestige Hospitality Group,90 State Street,Albany,NY,12207,https://www.hospitalityonline.com/prestige-hospitality/locations,18,www.prestigehospitality.com
Katherine's Catering,"359 Metty Drive, Suite 4",Ann Arbor,MI,48103,https://www.hospitalityonline.com/katherines/locations,4,www.katherines.com
Noble House Hotels & Resorts,600 6th Street South,Kirkland,WA,98033,https://www.hospitalityonline.com/noble-house/locations,14,www.noblehousehotels.com
Resort Collection,11212 Front Beach Road,Panama City Beach,FL,32407,https://www.hospitalityonline.com/resort-collection/locations,11,www.resortcollection.com
Baywood Hotels,9130 Guilford Road,Columbia,MD,21046,https://www.hospitalityonline.com/baywood-hotels/locations,82,www.baywoodhotels.com
Loews Hotels,667 Madison Avenue,New York,NY,10065,https://www.hospitalityonline.com/loews-hotels/locations,26,www.loewshotels.com
Southern Hospitality Group,12 Parkway Commons,Greer,SC,29650,https://www.hospitalityonline.com/southern-hospitality-group/locations,3,www.shghotels.com
"Columbia Hospitality, Inc","2223 Alaskan Way, Suite 200",Seattle,WA,98121,https://www.hospitalityonline.com/columbia-hospitality/locations,33,columbiahospitality.com
Maverick Hotels & Restaurants,1550 South Indiana Ave,Chicago,IL,60605,https://www.hospitalityonline.com/maverick/locations,6,maverickhotelsandrestaurants.com
BBL Hospitality,302 Washington Avenue Extension,Albany,NY,12203,https://www.hospitalityonline.com/bbl-hospitality/locations,15,www.bblhospitality.com
Highgate Hotels,"870 7th Avenue, Second Floor",New York,NY,10019,https://www.hospitalityonline.com/highgate-hotels/locations,74,www.highgate.com
NorthStar Hospitality,866 Malabu Drive Suite 250,Lexington,KY,40502,https://www.hospitalityonline.com/northstar-hospitality/locations,7,www.northstarhospitality.com
Naples Hotel Group,"1190 Pine Ridge Rd, Ste 3",Naples,FL,34108,https://www.hospitalityonline.com/naples-hotel-group/locations,18,www.napleshotelgroup.com
Magnolia Hospitality Group,,Plano,TX,,https://www.hospitalityonline.com/magnolia-hospitality-group/locations,3,magnolia-hospitality.com
SSN Hotels,"5159 West Woodmill Drive, Suite 15",Wilmington,DE,19808,https://www.hospitalityonline.com/ssn-hotels/locations,12,www.ssnhotels.com
Brutger Equities Inc.,PO Box 399,St. Cloud,MN,56301,https://www.hospitalityonline.com/employers/212167/locations,3,
HEI Hotels & Resorts,"101 Merritt 7, 1st Floor",Norwalk,CT,06851,https://www.hospitalityonline.com/hei-hotels/locations,84,www.heihotels.com
RAR Hospitality,10840 Thornmint Road,San Diego,CA,92127,https://www.hospitalityonline.com/rauch/locations,12,www.rarhospitality.com
World Travel Inns,,Phoenix,AZ,,https://www.hospitalityonline.com/world-travel-inns/locations,4,www.worldtravelinns.com
Ocean Properties Hotels Resorts & Affiliates,1000 Market Street,Portsmouth,NH,03801,https://www.hospitalityonline.com/ocean-properties/locations,69,www.oplhotels.com
Total Management Systems,4239 Balloon Park Rd. NE,Albuquerque,NM,87109,https://www.hospitalityonline.com/total-management-systems/locations,9,www.tmsnm.com
"Elite Hospitality, Inc.",45 Seton Trail,Ormond Beach,FL,32176,https://www.hospitalityonline.com/elite-hospitality-inc/locations,4,www.elitehospitality.com
Stonebridge Companies,9100 East Panorama Drive,Centennial,CO,80112,https://www.hospitalityonline.com/stonebridge/locations,62,www.sbcos.com
"Hospitality America, Inc.","1101 Kermit Drive, Suite 500",Nashville,TN,37217,https://www.hospitalityonline.com/hospitality-america/locations,15,www.hospitalityamerica.com
Daly Seven,4829 Riverside Drive,Danville,VA,24541,https://www.hospitalityonline.com/daly-seven-inc/locations,40,www.dalyseven.com
Pathfinder Development,10711 Research Blvd,Austin,TX,78759,https://www.hospitalityonline.com/pathfinder/locations,6,www.pathfinderdev.com
Crown American Hotels,1 Pasquerilla Plaza,Johnstown,PA,15901,https://www.hospitalityonline.com/crown-american-hotels/locations,3,www.crownamericanhotels.com
Kalyan Hospitality,11541 Nuckols Road,Glen Allen,VA,23059,https://www.hospitalityonline.com/kalyan/locations,8,www.kalyanhospitality.com
Coury Hospitality - Corporate Office Tulsa,7134 S. Yale Avenue,Tulsa,OK,74136,https://www.hospitalityonline.com/coury-hospitality/locations,10,couryhospitality.com
Provenance Hotels,111 SW Fifth Ave.,Portland,OR,97204,https://www.hospitalityonline.com/provenance-hotels/locations,12,www.provenancehotels.com
Woodside Hotel Group,"1100 Alma Street, Suite 106",Menlo Park,CA,94025,https://www.hospitalityonline.com/woodside-hotel-group/locations,9,www.woodsidehotelgroup.com
Hallmark Inns and Resorts,15455 Hallmark Drive,Lake Oswego,OR,97035,https://www.hospitalityonline.com/hallmark/locations,2,www.hallmarkinns.com
Coquille Economic Development Corporation,3201 Tremont,North Bend,OR,97459,https://www.hospitalityonline.com/employers/203777/locations,1,www.themillcasino.com
True North Hotel Group,7300 West 110th Street,Overland Park,KS,66210,https://www.hospitalityonline.com/true-north/locations,21,www.truenorthhotels.com
Vesta Hospitality,900 Washington Street,Vancouver,WA,98660,https://www.hospitalityonline.com/vesta-hospitality/locations,12,www.vestahospitality.com
IMG Hotels,2621 Prince William Parkway,Woodbridge,VA,22192,https://www.hospitalityonline.com/img-hotels/locations,4,www.imghotels.com
"Omnicom Group, Inc.",1055 Washington Blvd,Stamford,CT,06901,https://www.hospitalityonline.com/employers/277468/locations,1,www.omnicomgroup.com
Vision Hospitality Group,"411 Broad Street, Suite 401",Chattanooga,TN,37402,https://www.hospitalityonline.com/vision-hospitality-group/locations,42,www.vhghotels.com
Radisson Hotels America,701 Carlson Parkway,Minneapolis,MN,55305,https://www.hospitalityonline.com/radisson-hotels-america/locations,16,radissonhotelsamericas.com
InterMountain Management,2390 Tower Drive,Monroe,LA,71201,https://www.hospitalityonline.com/intermountain-management/locations,73,www.intermountainhotels.com
Chase Hospitality Corporation,8530 Esters Blvd,Irving,TX,75063-2205,https://www.hospitalityonline.com/chase-hospitality/locations,6,www.chasehospitality.net
SharCon Management & Development,19829 Executive Park Circle,Germantown,MD,20874,https://www.hospitalityonline.com/sharcon-mgmt/locations,11,www.sharcon.com
Sage Hospitality Group,"1575 Welton Street, Suite 300",Denver,CO,80202,https://www.hospitalityonline.com/sage-hospitality/locations,60,www.sagehospitality.com
WITNESS Management,600 Enterprise Drive,Lewis Center,OH,43035,https://www.hospitalityonline.com/witness-management/locations,34,www.thewitnessgroup.com
Jackie's International,1554 West Peace Street,Canton,MS,39046,https://www.hospitalityonline.com/jackies/locations,11,www.jackiesinternational.com
High Road Hospitality,2135 Grand Army of the Republic Hwy,Swansea,MA,02777,https://www.hospitalityonline.com/high-road/locations,6,highroadhospitality.co
"Nationwide Hotel Management Company, LLC - Managing WoodSpring Suites",8621 E. 21st Street North Suite 200,Wichita,KS,67206,https://www.hospitalityonline.com/woodspring-hotels/locations,126,nationwidehmc.com
Home-Towne Suites USA,2000 Hotel Plaza Blvd PO Box 22205,Orlando,FL,32830,https://www.hospitalityonline.com/home-towne-suites-usa/locations,2,www.crosslandstudios.com
Liberty Hospitality Partners,1500 Sycamore Road,Montoursville,PA,17754,https://www.hospitalityonline.com/liberty-hospitality-partners/locations,15,libertyhp.net
IMIC Hotels,One Surrey Court,Columbia,SC,29212-3100,https://www.hospitalityonline.com/imic-hotels/locations,15,www.imichotels.com
Welcome Group Inc.,"222 North Pacific Coast Highway, Suite 2250",El Segundo,CA,90245,https://www.hospitalityonline.com/welcome-group/locations,10,www.welcomegroupinc.com
Group10 Mgmt,"29200 Northwestern Hwy, Suite 450",Southfield,MI,48034,https://www.hospitalityonline.com/group10-mgmt/locations,12,group10management.com
