name,city,state,source,num_of_children,website
"Weber Grill Restaurants, LLC",Rolling Meadows,IL,https://www.hospitalityonline.com/weber-grill-restaurants/locations,4,www.webergrillrestaurant.com
Ceres Enterprises LLC,Westlake,OH,https://www.hospitalityonline.com/ceres-enterprises/locations,7,www.ceresdevelopment.com
Chawla Hotels,Greenwood,MS,https://www.hospitalityonline.com/chawlahotels/locations,15,chawlahotels.com
Las Brisas Hotel Group,Palm Desert,CA,https://www.hospitalityonline.com/robray-hotel-partnership/locations,3,www.lasbrisashotelgroup.com
"Hotels Unlimited, Inc.",East Windsor,NJ,https://www.hospitalityonline.com/hotels-unlimited/locations,11,www.hotelsunlimited.com
Empire Hotel Group,New York,NY,https://www.hospitalityonline.com/empire/locations,8,www.newyorkhotel.com
Prestige Hospitality Group,Albany,NY,https://www.hospitalityonline.com/prestige-hospitality/locations,18,www.prestigehospitality.com
Katherine's Catering,Ann Arbor,MI,https://www.hospitalityonline.com/katherines/locations,4,www.katherines.com
Noble House Hotels & Resorts,Kirkland,WA,https://www.hospitalityonline.com/noble-house/locations,14,www.noblehousehotels.com
Resort Collection,Panama City Beach,FL,https://www.hospitalityonline.com/resort-collection/locations,11,www.resortcollection.com
Baywood Hotels,Columbia,MD,https://www.hospitalityonline.com/baywood-hotels/locations,82,www.baywoodhotels.com
Loews Hotels,New York,NY,https://www.hospitalityonline.com/loews-hotels/locations,26,www.loewshotels.com
Southern Hospitality Group,Greer,SC,https://www.hospitalityonline.com/southern-hospitality-group/locations,3,www.shghotels.com
"Columbia Hospitality, Inc",Seattle,WA,https://www.hospitalityonline.com/columbia-hospitality/locations,33,columbiahospitality.com
Maverick Hotels & Restaurants,Chicago,IL,https://www.hospitalityonline.com/maverick/locations,6,maverickhotelsandrestaurants.com
BBL Hospitality,Albany,NY,https://www.hospitalityonline.com/bbl-hospitality/locations,15,www.bblhospitality.com
Highgate Hotels,New York,NY,https://www.hospitalityonline.com/highgate-hotels/locations,74,www.highgate.com
NorthStar Hospitality,Lexington,KY,https://www.hospitalityonline.com/northstar-hospitality/locations,7,www.northstarhospitality.com
Naples Hotel Group,Naples,FL,https://www.hospitalityonline.com/naples-hotel-group/locations,18,www.napleshotelgroup.com
Magnolia Hospitality Group,Plano,TX,https://www.hospitalityonline.com/magnolia-hospitality-group/locations,3,magnolia-hospitality.com
SSN Hotels,Wilmington,DE,https://www.hospitalityonline.com/ssn-hotels/locations,12,www.ssnhotels.com
Brutger Equities Inc.,St. Cloud,MN,https://www.hospitalityonline.com/employers/212167/locations,3,
HEI Hotels & Resorts,Norwalk,CT,https://www.hospitalityonline.com/hei-hotels/locations,84,www.heihotels.com
RAR Hospitality,San Diego,CA,https://www.hospitalityonline.com/rauch/locations,12,www.rarhospitality.com
World Travel Inns,Phoenix,AZ,https://www.hospitalityonline.com/world-travel-inns/locations,4,www.worldtravelinns.com
Ocean Properties Hotels Resorts & Affiliates,Portsmouth,NH,https://www.hospitalityonline.com/ocean-properties/locations,69,www.oplhotels.com
Total Management Systems,Albuquerque,NM,https://www.hospitalityonline.com/total-management-systems/locations,9,www.tmsnm.com
"Elite Hospitality, Inc.",Ormond Beach,FL,https://www.hospitalityonline.com/elite-hospitality-inc/locations,4,www.elitehospitality.com
Stonebridge Companies,Centennial,CO,https://www.hospitalityonline.com/stonebridge/locations,62,www.sbcos.com
"Hospitality America, Inc.",Nashville,TN,https://www.hospitalityonline.com/hospitality-america/locations,15,www.hospitalityamerica.com
Daly Seven,Danville,VA,https://www.hospitalityonline.com/daly-seven-inc/locations,40,www.dalyseven.com
Pathfinder Development,Austin,TX,https://www.hospitalityonline.com/pathfinder/locations,6,www.pathfinderdev.com
Crown American Hotels,Johnstown,PA,https://www.hospitalityonline.com/crown-american-hotels/locations,3,www.crownamericanhotels.com
Kalyan Hospitality,Glen Allen,VA,https://www.hospitalityonline.com/kalyan/locations,8,www.kalyanhospitality.com
Coury Hospitality - Corporate Office Tulsa,Tulsa,OK,https://www.hospitalityonline.com/coury-hospitality/locations,10,couryhospitality.com
Provenance Hotels,Portland,OR,https://www.hospitalityonline.com/provenance-hotels/locations,12,www.provenancehotels.com
Woodside Hotel Group,Menlo Park,CA,https://www.hospitalityonline.com/woodside-hotel-group/locations,9,www.woodsidehotelgroup.com
Hallmark Inns and Resorts,Lake Oswego,OR,https://www.hospitalityonline.com/hallmark/locations,2,www.hallmarkinns.com
Coquille Economic Development Corporation,North Bend,OR,https://www.hospitalityonline.com/employers/203777/locations,1,www.themillcasino.com
True North Hotel Group,Overland Park,KS,https://www.hospitalityonline.com/true-north/locations,21,www.truenorthhotels.com
Vesta Hospitality,Vancouver,WA,https://www.hospitalityonline.com/vesta-hospitality/locations,12,www.vestahospitality.com
IMG Hotels,Woodbridge,VA,https://www.hospitalityonline.com/img-hotels/locations,4,www.imghotels.com
"Omnicom Group, Inc.",Stamford,CT,https://www.hospitalityonline.com/employers/277468/locations,1,www.omnicomgroup.com
Vision Hospitality Group,Chattanooga,TN,https://www.hospitalityonline.com/vision-hospitality-group/locations,42,www.vhghotels.com
Radisson Hotels America,Minneapolis,MN,https://www.hospitalityonline.com/radisson-hotels-america/locations,16,radissonhotelsamericas.com
InterMountain Management,Monroe,LA,https://www.hospitalityonline.com/intermountain-management/locations,73,www.intermountainhotels.com
Chase Hospitality Corporation,Irving,TX,https://www.hospitalityonline.com/chase-hospitality/locations,6,www.chasehospitality.net
SharCon Management & Development,Germantown,MD,https://www.hospitalityonline.com/sharcon-mgmt/locations,11,www.sharcon.com
Sage Hospitality Group,Denver,CO,https://www.hospitalityonline.com/sage-hospitality/locations,60,www.sagehospitality.com
WITNESS Management,Lewis Center,OH,https://www.hospitalityonline.com/witness-management/locations,34,www.thewitnessgroup.com
Jackie's International,Canton,MS,https://www.hospitalityonline.com/jackies/locations,11,www.jackiesinternational.com
High Road Hospitality,Swansea,MA,https://www.hospitalityonline.com/high-road/locations,6,highroadhospitality.co
"Nationwide Hotel Management Company, LLC - Managing WoodSpring Suites",Wichita,KS,https://www.hospitalityonline.com/woodspring-hotels/locations,126,nationwidehmc.com
Home-Towne Suites USA,Orlando,FL,https://www.hospitalityonline.com/home-towne-suites-usa/locations,2,www.crosslandstudios.com
Liberty Hospitality Partners,Montoursville,PA,https://www.hospitalityonline.com/liberty-hospitality-partners/locations,15,libertyhp.net
IMIC Hotels,Columbia,SC,https://www.hospitalityonline.com/imic-hotels/locations,15,www.imichotels.com
Welcome Group Inc.,El Segundo,CA,https://www.hospitalityonline.com/welcome-group/locations,10,www.welcomegroupinc.com
Group10 Mgmt,Southfield,MI,https://www.hospitalityonline.com/group10-mgmt/locations,12,group10management.com
SMS Lodging,Miami,FL,https://www.hospitalityonline.com/sms-lodging/locations,5,smslodging.com
MY Hospitality,Vicksburg,MS,https://www.hospitalityonline.com/my-hospitality/locations,21,www.myhospitalityhotels.com
Brandt Hospitality Group,Fargo,ND,https://www.hospitalityonline.com/brandt-hospitality-group/locations,9,www.brandthg.com
Woodbury Corporation,Salt Lake City,UT,https://www.hospitalityonline.com/woodbury-corporation/locations,15,www.woodburycorp.com
Indus Hotels,Columbus,OH,https://www.hospitalityonline.com/indus-hotels/locations,9,www.induscompanies.com
Riverview Holdings LLC,Elkin,NC,https://www.hospitalityonline.com/riverview-holdings-llc/locations,3,www.riverviewholdingshotels.com
Namou Hotel Group,Madison Heights,MI,https://www.hospitalityonline.com/namou-hotel-group/locations,2,namouhotels.com
Village Health Clubs & Spas,Scottsdale,AZ,https://www.hospitalityonline.com/village-health-clubs-spas/locations,2,villageclubs.com
Ace Hotel Group,New York,NY,https://www.hospitalityonline.com/ace-hotel-group/locations,10,www.acehotel.com
Hawkeye Hotels,Coralville,IA,https://www.hospitalityonline.com/hawkeye-hotels/locations,44,www.hawkeyehotels.com
Pacifica Host Hotels,San Diego,CA,https://www.hospitalityonline.com/pacifica-host/locations,40,www.pacificahost.com
Iron Wave Hospitality,Laguna Niguel,CA,https://www.hospitalityonline.com/ironwavehospitality/locations,8,www.ironwavehospitality.com
Del Frisco's Restaurant Group,Southlake,TX,https://www.hospitalityonline.com/del-friscos/locations,1,dfrg.com
M Hospitality,Ponte Vedra Beach,FL,https://www.hospitalityonline.com/m-hospitality/locations,7,mhospitalityfl.com
Lakhani Hospitality,Wheeling,IL,https://www.hospitalityonline.com/lakhani-hospitality/locations,9,www.lakhanihospitality.com
Gila River Hotels & Casinos,Chandler,AZ,https://www.hospitalityonline.com/gila-river/locations,3,playatgila.com
Sunburst Hospitality Corporation,Silver Spring,MD,https://www.hospitalityonline.com/sunburst-hospitality/locations,7,www.snbhotels.com
"Winegardner & Hammons, Inc.",Cincinnati,OH,https://www.hospitalityonline.com/winegardner-hammons/locations,15,www.whihotels.com
Peachtree Hotel Group,Atlanta,GA,https://www.hospitalityonline.com/peachtree-hotel-group/locations,38,peachtreehotelgroup.com
Paligroup Management LLC,Los Angeles,CA,https://www.hospitalityonline.com/paligroup-management/locations,9,www.palisociety.com
The Arbor Day Foundation,Nebraska City,NE,https://www.hospitalityonline.com/arbor-day/locations,1,www.arborday.org
"RRI West Management, LLC (A Westmont Company)",New Albany,OH,https://www.hospitalityonline.com/rri-west-management-llc/locations,66,
CSM Corporation,Minneapolis,MN,https://www.hospitalityonline.com/csm-corporation/locations,31,www.csmcorp.net
Sunridge Properties,Mesa,AZ,https://www.hospitalityonline.com/sunridge-properties/locations,11,sunridgeproperties.com
Johnson Hospitality,Danville,CA,https://www.hospitalityonline.com/johnson-hospitality/locations,4,www.johnsonhospitality.com
Taj Americas,New York,NY,https://www.hospitalityonline.com/taj-americas/locations,2,www.tajhotels.com
Sunland RV Resorts,La Jolla,CA,https://www.hospitalityonline.com/sunland-rv-resorts/locations,9,www.sunlandrvresorts.com
Henderson Hospitality,Henderson,NV,https://www.hospitalityonline.com/henderson-hospitality/locations,5,www.hhmweb.com
Kelco Management & Development,Jacksonville,FL,https://www.hospitalityonline.com/kelco-hotels/locations,4,www.kelcohotels.com
Pinnacle Hospitality,Roebuck,SC,https://www.hospitalityonline.com/pinnacle-hospitality/locations,13,pinnhospitality.com
Benson's Hospitality Group,Athens,GA,https://www.hospitalityonline.com/bensons/locations,4,www.HI-Athens.com
Paragon Hotel Company,Anderson,SC,https://www.hospitalityonline.com/paragon-hotel-company/locations,22,phc-hotels.com
Crossroads Hospitality,Waldorf,MD,https://www.hospitalityonline.com/crossroads-hospitality/locations,9,crhi.net
Jaguar Hospitality Group,Coconut Grove,FL,https://www.hospitalityonline.com/jaguar-hospitality-group/locations,4,jaguarhg.com
ZMC Hotels,Walnut Creek,CA,https://www.hospitalityonline.com/zmc-hotels/locations,39,www.zmchotels.com
Regency Hotel Management,Sioux Falls,SD,https://www.hospitalityonline.com/regency/locations,34,www.regency-mgmt.com
Inns of Monterey,Monterey,CA,https://www.hospitalityonline.com/inns-of-monterey/locations,4,www.innsofmonterey.com
"Vista Host, Inc.",Houston,TX,https://www.hospitalityonline.com/vista-host/locations,25,www.vistahost.com
Perspective Hospitality,South Padre Island,TX,https://www.hospitalityonline.com/perspective-hospitality/locations,7,www.perspectivehms.com
Auberge Resorts,Mill Valley,CA,https://www.hospitalityonline.com/auberge-resorts/locations,13,www.aubergeresorts.com
In-Group Hospitality,Provo,UT,https://www.hospitalityonline.com/in-group/locations,29,ingrouphospitality.com
Triumph Hotels,New York,NY,https://www.hospitalityonline.com/triumph-hotels/locations,6,www.triumphhotels.com
KemperSports,Northbrook,IL,https://www.hospitalityonline.com/kempersports/locations,47,www.kempersports.com
Lettuce Entertain You Enterprises (LEYE),Chicago,IL,https://www.hospitalityonline.com/leye/locations,39,www.leye.com
Oceana Resorts,North Myrtle Beach,SC,https://www.hospitalityonline.com/oceana-resorts/locations,7,www.oceanaresorts.com
U.S. Property Management,Houston,TX,https://www.hospitalityonline.com/employers/262262/locations,1,
Tharaldson Hospitality Management,Decatur,IL,https://www.hospitalityonline.com/tharaldson-hospitality/locations,57,tharaldsonhm.com
Westroc Hotels & Resorts,Scottsdale,AZ,https://www.hospitalityonline.com/westroc/locations,3,westroc.com
"Dolly Parton's Stampede, LLC",Pigeon Forge,TN,https://www.hospitalityonline.com/dollys-stampede/locations,4,dpstampede.com
Western States Lodging & Management,Salt Lake City,UT,https://www.hospitalityonline.com/wslm/locations,16,wslm.biz
Brighton Management,Irvine,CA,https://www.hospitalityonline.com/brighton/locations,28,brightonmgt.com
Lodgic Hospitality,Webster,TX,https://www.hospitalityonline.com/lodgic-hospitality/locations,15,www.lodgichospitality.com
Inspire Hotels,Tampa,FL,https://www.hospitalityonline.com/inspire/locations,3,inspirehotels.com
PM Hotel Group,Chevy Chase,MD,https://www.hospitalityonline.com/pm-hospitality-strategies/locations,48,www.pmhotelgroup.com
LaTour Hotels and Resorts,Asheville,NC,https://www.hospitalityonline.com/latour-hotels-resorts/locations,15,www.latourhotelsandresorts.com
Shamin Hotels,Chester,VA,https://www.hospitalityonline.com/shamin-hotels/locations,58,www.shaminhotels.com
Joella's Hot Chicken,Louisville,KY,https://www.hospitalityonline.com/joellas-hot-chicken/locations,20,joellas.com
Anish Hotels Group,Tulsa,OK,https://www.hospitalityonline.com/anish-hotels-group/locations,10,www.anishhotelsgroup.com
HCW Development,Branson,MO,https://www.hospitalityonline.com/hcw-development/locations,3,www.hcwdevelopment.com
Valor Hospitality Partners,Atlanta,GA,https://www.hospitalityonline.com/valor-hospitality/locations,7,valorhospitality.com
Premier Management Inc.,Farmington,MO,https://www.hospitalityonline.com/premier-management-inc/locations,9,pmihotels.com
Shaner Hotel Group,State College,PA,https://www.hospitalityonline.com/shaner/locations,50,www.shanercorp.com
Great American Hotel Group,Portsmouth,NH,https://www.hospitalityonline.com/gram/locations,9,www.greatamericanhg.com
Safari Hospitality,Cedar City,UT,https://www.hospitalityonline.com/safari-hospitality/locations,18,safarihospitality.com
"Image Hotel Management, Inc.",Cookeville,TN,https://www.hospitalityonline.com/image-hotel-management/locations,15,www.imagehotelmanagement.com
Canterbury Hotel Group,Portland,OR,https://www.hospitalityonline.com/employers/241821/locations,8,www.canterburyhotelgroup.com
Hospitality Partners,Ocean City,MD,https://www.hospitalityonline.com/hospitality-partners/locations,7,www.hospitalitypartners.com
Coakley & Williams Hotel Management Company,Greenbelt,MD,https://www.hospitalityonline.com/coakley-williams/locations,30,www.cwhotels.com
Tristar Hotel Group,Scottsdale,AZ,https://www.hospitalityonline.com/tristar/locations,8,tristarhotels.com
GlobauxSource,Plano,TX,https://www.hospitalityonline.com/globauxsource/locations,29,www.globauxsource.com
Live Nation,Beverly Hills,CA,https://www.hospitalityonline.com/live-nation/locations,12,livenation.com
Mountain Capital Partners,Durango,CO,https://www.hospitalityonline.com/mountain-capital-partners/locations,5,www.mcp.ski
Churchill Living,Hawthorne,NJ,https://www.hospitalityonline.com/churchill-living/locations,20,www.churchillliving.com
Union Square Hospitality Group,New York,NY,https://www.hospitalityonline.com/union-square-hospitality-group/locations,1,www.ushgnyc.com
